Name,Position,Club,League,Pace,Shooting,Passing,Dribbling,Defense,Physical,Card Rating,Weak Foot,Skill Moves,Work Rates,Strong Foot,Futhead Card Link
Zinedine Zidane, CAM , Icons , Icons ,82,90,93,92,72,83,94,5,5,Medium/Medium,Right,https://www.futhead.com/20/players/2368/zinedine-zidane/
Lionel Messi, RW , FC Barcelona , Spain Primera Division ,87,92,92,96,39,66,94,4,4,Medium/Low,Left,https://www.futhead.com/20/players/898/lionel-messi/
Ansu Fati, RW , FC Barcelona , Spain Primera Division ,98,93,91,97,48,76,93,4,4,High/Medium,Right,https://www.futhead.com/20/players/22589/ansu-fati/
Henrikh Mkhitaryan, RM , Roma , Italy Serie A ,93,92,93,93,65,82,93,5,4,High/High,Right,https://www.futhead.com/20/players/22588/henrikh-mkhitaryan/
Federico Valverde, CM , Real Madrid , Spain Primera Division ,88,88,93,93,85,86,93,3,3,Medium/Medium,Right,https://www.futhead.com/20/players/22587/federico-valverde/
Andrej Kramarić, ST , TSG Hoffenheim , Germany Bundesliga ,89,97,88,97,40,85,93,4,4,High/Medium,Right,https://www.futhead.com/20/players/22562/andrej-kramaric/
Adrien Rabiot, CM , Piemonte Calcio , Italy Serie A ,88,88,93,95,92,95,93,4,3,High/High,Left,https://www.futhead.com/20/players/22561/adrien-rabiot/
Nélson Semedo, RB , FC Barcelona , Spain Primera Division ,99,70,84,94,92,90,93,3,4,Medium/High,Right,https://www.futhead.com/20/players/22540/nelson-semedo/
Munir, LW , Sevilla FC , Spain Primera Division ,97,94,92,95,44,80,93,4,4,High/Low,Left,https://www.futhead.com/20/players/22448/munir/
Kyle Walker, RB , Manchester City , England Premier League ,98,75,91,90,93,93,93,2,3,High/High,Right,https://www.futhead.com/20/players/22446/kyle-walker/
Arthur Masuaku, LB , West Ham United , England Premier League ,98,78,92,96,95,88,93,2,4,High/Medium,Left,https://www.futhead.com/20/players/22440/arthur-masuaku/
Trezeguet, LW , Aston Villa , England Premier League ,98,95,90,97,48,81,93,5,5,High/Medium,Right,https://www.futhead.com/20/players/22439/trezeguet/
Emre Can, CDM , Borussia Dortmund , Germany Bundesliga ,88,87,92,93,93,94,93,4,4,Medium/Medium,Right,https://www.futhead.com/20/players/22434/emre-can/
Federico Bernardeschi, RM , Piemonte Calcio , Italy Serie A ,95,91,92,98,70,81,93,4,5,High/Medium,Left,https://www.futhead.com/20/players/22433/federico-bernardeschi/
Ante Rebić, ST , Milan , Italy Serie A ,98,95,83,95,49,93,93,4,4,High/Medium,Right,https://www.futhead.com/20/players/22426/ante-rebic/
Simone Verdi, CAM , Torino , Italy Serie A ,97,93,93,96,56,72,93,5,4,High/Medium,Left,https://www.futhead.com/20/players/22422/simone-verdi/
Andrea Belotti, ST , Torino , Italy Serie A ,92,95,76,94,48,94,93,5,3,High/High,Right,https://www.futhead.com/20/players/22421/andrea-belotti/
Thiago Mendes, CDM , Olympique Lyonnais , France Ligue ,90,85,93,94,90,88,93,3,4,High/Medium,Right,https://www.futhead.com/20/players/22389/thiago-mendes/
Thomas Meunier, CDM , Borussia Dortmund , Germany Bundesliga ,91,87,90,88,92,95,93,4,3,High/High,Right,https://www.futhead.com/20/players/22388/thomas-meunier/
Clément Lenglet, CB , FC Barcelona , Spain Primera Division ,89,53,84,85,94,93,93,4,2,Medium/High,Left,https://www.futhead.com/20/players/22387/clement-lenglet/
Kingsley Coman, LM , Bayern M nchen , Germany Bundesliga ,96,92,90,95,40,79,93,3,4,Medium/Low,Right,https://www.futhead.com/20/players/22385/kingsley-coman/
Divock Origi, ST , Liverpool , England Premier League ,94,90,85,92,44,93,93,4,4,High/Medium,Right,https://www.futhead.com/20/players/22377/divock-origi/
Ousmane Dembélé, CAM , FC Barcelona , Spain Primera Division ,99,92,91,98,45,71,93,5,5,High/Medium,Left,https://www.futhead.com/20/players/22348/ousmane-dembele/
Presnel Kimpembe, CB , Paris Saint Germain , France Ligue ,88,50,81,84,93,94,93,3,2,Medium/High,Left,https://www.futhead.com/20/players/22329/presnel-kimpembe/
James Rodríguez, CAM , Real Madrid , Spain Primera Division ,90,95,96,97,55,85,93,3,4,Medium/Medium,Left,https://www.futhead.com/20/players/22303/james-rodriguez/
Piotr Zieliński, CM , Napoli , Italy Serie A ,90,86,93,95,86,76,93,5,5,Medium/Medium,Right,https://www.futhead.com/20/players/22302/piotr-zielinski/
Henrikh Mkhitaryan, RM , Roma , Italy Serie A ,93,91,93,93,62,81,93,5,5,High/Medium,Right,https://www.futhead.com/20/players/22301/henrikh-mkhitaryan/
Florian Thauvin, RW , Olympique de Marseille , France Ligue ,94,93,93,95,46,82,93,4,4,High/Medium,Left,https://www.futhead.com/20/players/22300/florian-thauvin/
Roberto Firmino, CF , Liverpool , England Premier League ,88,92,90,95,70,86,93,5,5,High/High,Right,https://www.futhead.com/20/players/22287/roberto-firmino/
Ahmed Musa, LM , Al Nassr , Saudi Dawry Jameel League ,98,91,89,95,40,70,93,3,4,High/Medium,Right,https://www.futhead.com/20/players/22286/ahmed-musa/
Ryan Kent, LW , Rangers , Scotland Premiership ,99,93,92,96,30,80,93,5,5,High/Medium,Right,https://www.futhead.com/20/players/22285/ryan-kent/
Luka Jović, ST , Real Madrid , Spain Primera Division ,90,93,83,95,35,86,93,5,4,Medium/Medium,Right,https://www.futhead.com/20/players/22252/luka-jovic/
Ferland Mendy, LB , Real Madrid , Spain Primera Division ,97,81,90,93,90,94,93,5,5,High/Medium,Left,https://www.futhead.com/20/players/22237/ferland-mendy/
Tanguy Ndombele, CM , Tottenham Hotspur , England Premier League ,93,83,93,98,85,91,93,3,4,Medium/Medium,Right,https://www.futhead.com/20/players/22236/tanguy-ndombele/
Luka Modrić, CM , Real Madrid , Spain Primera Division ,80,82,93,94,77,74,93,4,4,High/High,Right,https://www.futhead.com/20/players/22171/luka-modric/
Danny Ings, ST , Southampton , England Premier League ,94,96,85,93,48,89,93,4,4,High/High,Right,https://www.futhead.com/20/players/22170/danny-ings/
Josh Maja, ST , Girondins de Bordeaux , France Ligue ,97,94,88,93,57,91,93,3,3,Medium/Medium,Right,https://www.futhead.com/20/players/22160/josh-maja/
Pozuelo, CAM , Toronto FC , USA Major League Soccer ,90,90,94,96,65,76,93,5,4,High/Medium,Right,https://www.futhead.com/20/players/22138/pozuelo/
André-Pierre Gignac, ST , Tigres U A N L , Mexico Liga MX ,88,97,85,90,56,96,93,3,3,Medium/Medium,Right,https://www.futhead.com/20/players/22128/andre-pierre-gignac/
Lucas Moura, CF , Tottenham Hotspur , England Premier League ,98,93,85,95,49,81,93,5,4,High/Medium,Right,https://www.futhead.com/20/players/22122/lucas-moura/
Dimitri Payet, LW , Olympique de Marseille , France Ligue ,92,91,93,93,46,88,93,4,4,High/Low,Right,https://www.futhead.com/20/players/22121/dimitri-payet/
Idrissa Gueye, CM , Paris Saint Germain , France Ligue ,88,80,87,92,93,92,93,3,3,Medium/High,Right,https://www.futhead.com/20/players/22119/idrissa-gueye/
Kenny Lala, RB , RC Strasbourg , France Ligue ,96,77,95,92,93,92,93,3,3,High/Medium,Right,https://www.futhead.com/20/players/22110/kenny-lala/
Victor Osimhen, ST , LOSC Lille , France Ligue ,99,95,86,93,57,93,93,3,4,High/High,Right,https://www.futhead.com/20/players/22109/victor-osimhen/
Oscar, CM , Shanghai SIPG , China Super League ,86,91,94,91,73,66,93,3,4,High/Medium,Right,https://www.futhead.com/20/players/22077/oscar/
Nicolás Tagliafico, LB , Ajax , Holland Eredivisie ,97,76,89,92,93,90,93,2,3,High/High,Left,https://www.futhead.com/20/players/22067/nicolas-tagliafico/
Radja Nainggolan, CAM , Cagliari , Italy Serie A ,85,89,90,93,93,93,93,3,3,High/High,Right,https://www.futhead.com/20/players/22050/radja-nainggolan/
Francesco Acerbi, CB , Lazio , Italy Serie A ,74,61,77,81,96,93,93,3,3,Medium/Medium,Left,https://www.futhead.com/20/players/22049/francesco-acerbi/
Lorenzo Insigne, LW , Napoli , Italy Serie A ,97,93,92,98,40,75,93,4,4,High/Medium,Right,https://www.futhead.com/20/players/22048/lorenzo-insigne/
Kostas Manolas, CB , Napoli , Italy Serie A ,92,35,67,78,95,92,93,5,2,Low/High,Right,https://www.futhead.com/20/players/22040/kostas-manolas/
Theo Hernández, LB , Milan , Italy Serie A ,99,82,89,93,91,95,93,3,3,High/Medium,Left,https://www.futhead.com/20/players/22039/theo-hernandez/
Rafa, LM , SL Benfica , Portugal Liga NOS ,99,91,86,97,61,66,93,4,4,High/Medium,Right,https://www.futhead.com/20/players/21991/rafa/
Robin Quaison, CF , FSV Mainz , Germany Bundesliga ,95,93,87,95,61,89,93,3,3,Medium/Medium,Right,https://www.futhead.com/20/players/21987/robin-quaison/
Axel Witsel, CDM , Borussia Dortmund , Germany Bundesliga ,83,84,89,89,93,91,93,4,4,Medium/High,Right,https://www.futhead.com/20/players/21984/axel-witsel/
Dayot Upamecano, CB , RB Leipzig , Germany Bundesliga ,90,57,83,81,93,97,93,3,2,Medium/Medium,Right,https://www.futhead.com/20/players/21977/dayot-upamecano/
Serge Gnabry, RW , Bayern M nchen , Germany Bundesliga ,96,92,90,94,52,84,93,4,4,High/Medium,Right,https://www.futhead.com/20/players/21976/serge-gnabry/
Edin Višća, RM , Medipol Ba ak ehir , Turkey S per Lig ,96,90,91,94,56,74,93,4,4,High/Medium,Right,https://www.futhead.com/20/players/21935/edin-visca/
Saúl, CM , Atl tico de Madrid , Spain Primera Division ,84,87,93,94,87,88,93,4,3,High/High,Left,https://www.futhead.com/20/players/21930/saul/
Gerard Moreno, RM , Villarreal CF , Spain Primera Division ,92,94,86,93,57,86,93,4,3,High/Medium,Left,https://www.futhead.com/20/players/21917/gerard-moreno/
Parejo, CM , Valencia CF , Spain Primera Division ,76,90,96,90,82,82,93,4,3,Medium/Medium,Right,https://www.futhead.com/20/players/21913/parejo/
Richarlison, ST , Everton , England Premier League ,95,93,89,94,61,91,93,5,4,High/Medium,Right,https://www.futhead.com/20/players/21885/richarlison/
Thiago, CM , Bayern M nchen , Germany Bundesliga ,80,83,92,97,78,76,93,3,5,Medium/Medium,Right,https://www.futhead.com/20/players/21834/thiago/
Joe Gomez, CB , Liverpool , England Premier League ,91,40,81,84,93,90,93,3,3,Medium/Medium,Right,https://www.futhead.com/20/players/21832/joe-gomez/
Piqué, CB , FC Barcelona , Spain Primera Division ,76,65,79,81,94,85,93,3,2,High/Medium,Right,https://www.futhead.com/20/players/21831/pique/
Diego Godín, CB , Inter , Italy Serie A ,75,53,76,74,95,91,93,3,2,Medium/High,Right,https://www.futhead.com/20/players/21830/diego-godin/
Sergio Busquets, CDM , FC Barcelona , Spain Primera Division ,65,75,94,93,90,85,93,3,3,Medium/Medium,Right,https://www.futhead.com/20/players/21829/sergio-busquets/
Virgil van Dijk, CB , Liverpool , England Premier League ,81,64,76,75,94,90,93,5,2,Medium/Medium,Right,https://www.futhead.com/20/players/21693/virgil-van-dijk/
Sergio Ramos, RB , Real Madrid , Spain Primera Division ,89,83,80,83,90,88,93,3,3,High/Medium,Right,https://www.futhead.com/20/players/21193/sergio-ramos/
Robert Lewandowski, ST , Bayern M nchen , Germany Bundesliga ,83,94,80,90,45,87,93,4,4,High/Medium,Right,https://www.futhead.com/20/players/21132/robert-lewandowski/
Kenny Dalglish, ST , Icons , Icons ,92,95,80,92,42,75,93,5,4,High/Medium,Right,https://www.futhead.com/20/players/20227/kenny-dalglish/
Didier Drogba, ST , Icons , Icons ,93,95,81,87,48,94,93,4,4,High/High,Right,https://www.futhead.com/20/players/20226/didier-drogba/
Hugo Sánchez, ST , Icons , Icons ,93,95,83,93,46,78,93,4,3,High/Medium,Left,https://www.futhead.com/20/players/20225/hugo-sanchez/
Ronald Koeman, CB , Icons , Icons ,80,90,92,83,93,88,93,3,3,High/Medium,Right,https://www.futhead.com/20/players/20224/ronald-koeman/
Miroslav Klose, ST , Icons , Icons ,90,93,80,85,42,83,93,0,0,High/High,Right,https://www.futhead.com/20/players/20223/miroslav-klose/
Roberto Carlos, LB , Icons , Icons ,94,89,88,83,88,88,93,0,0,High/High,Left,https://www.futhead.com/20/players/20222/roberto-carlos/
Dennis Bergkamp, CF , Icons , Icons ,86,96,87,95,39,79,93,0,0,High/High,Right,https://www.futhead.com/20/players/20220/dennis-bergkamp/
Gary Lineker, ST , Icons , Icons ,90,97,75,88,37,77,93,4,3,High/Low,Right,https://www.futhead.com/20/players/20219/gary-lineker/
Emilio Butragueño, ST , Icons , Icons ,95,94,83,93,42,72,93,5,3,Medium/Low,Right,https://www.futhead.com/20/players/20218/emilio-butragueno/
Sócrates, CAM , Icons , Icons ,87,95,93,94,47,87,93,5,4,High/Low,Right,https://www.futhead.com/20/players/20217/socrates/
Bobby Moore, CB , Icons , Icons ,71,65,88,80,96,87,93,3,2,Medium/Medium,Right,https://www.futhead.com/20/players/20216/bobby-moore/
Hristo Stoichkov, ST , Icons , Icons ,93,95,90,94,52,88,93,3,4,Medium/Medium,Left,https://www.futhead.com/20/players/20215/hristo-stoichkov/
Raúl, CF , Icons , Icons ,91,94,84,92,48,77,93,4,4,High/Medium,Left,https://www.futhead.com/20/players/20214/raul/
Luís Figo, RW , Icons , Icons ,94,93,91,94,42,81,93,4,4,High/Low,Right,https://www.futhead.com/20/players/20213/luis-figo/
Michael Ballack, CM , Icons , Icons ,85,93,91,86,83,89,93,4,4,Medium/High,Right,https://www.futhead.com/20/players/20212/michael-ballack/
Alessandro Nesta, CB , Icons , Icons ,74,43,68,70,96,90,93,3,2,Medium/High,Right,https://www.futhead.com/20/players/20211/alessandro-nesta/
Pavel Nedvěd, CAM , Icons , Icons ,88,91,93,94,62,84,93,5,4,High/Medium,Right,https://www.futhead.com/20/players/20210/pavel-nedved/
Clarence Seedorf, CM , Icons , Icons ,85,90,91,89,72,87,93,4,4,High/Medium,Right,https://www.futhead.com/20/players/20209/clarence-seedorf/
Steven Gerrard, CM , Icons , Icons ,83,92,92,90,78,87,93,3,3,High/Medium,Right,https://www.futhead.com/20/players/20208/steven-gerrard/
Marcel Desailly, CDM , Icons , Icons ,84,62,75,75,92,92,93,3,2,High/High,Right,https://www.futhead.com/20/players/20207/marcel-desailly/
Ruud van Nistelrooy, ST , Icons , Icons ,89,94,75,87,38,85,93,4,3,High/Low,Right,https://www.futhead.com/20/players/20206/ruud-van-nistelrooy/
Rivaldo, CAM , Icons , Icons ,90,95,90,95,46,80,93,2,4,Medium/Low,Left,https://www.futhead.com/20/players/20205/rivaldo/
Andriy Shevchenko, ST , Icons , Icons ,91,95,75,90,36,80,93,4,3,High/High,Right,https://www.futhead.com/20/players/20204/andriy-shevchenko/
Kylian Mbappé, ST , Paris Saint Germain , France Ligue ,99,91,86,94,44,81,93,4,5,High/Low,Right,https://www.futhead.com/20/players/20079/kylian-mbappe/
Harry Kane, ST , Tottenham Hotspur , England Premier League ,80,95,86,87,51,87,93,4,3,High/High,Right,https://www.futhead.com/20/players/18603/harry-kane/
Neymar, CAM , Paris Saint Germain , France Ligue ,92,87,89,96,33,59,93,5,5,High/Medium,Right,https://www.futhead.com/20/players/18570/neymar/
Neymar, LW , Paris Saint Germain , France Ligue ,92,86,88,96,33,59,93,5,5,High/Medium,Right,https://www.futhead.com/20/players/18461/neymar/
Kevin De Bruyne, CAM , Manchester City , England Premier League ,79,90,94,89,63,82,93,5,4,High/High,Right,https://www.futhead.com/20/players/18351/kevin-de-bruyne/
Carlos Alberto, RB , Icons , Icons ,90,66,81,86,90,87,93,4,3,High/Medium,Right,https://www.futhead.com/20/players/17778/carlos-alberto/
Cristiano Ronaldo, ST , Piemonte Calcio , Italy Serie A ,90,93,82,89,35,78,93,4,5,High/Low,Right,https://www.futhead.com/20/players/17535/cristiano-ronaldo/
Thierry Henry, ST , Icons , Icons ,94,91,83,90,53,80,93,4,4,Medium/Medium,Right,https://www.futhead.com/20/players/17009/thierry-henry/
George Best, RW , Icons , Icons ,93,91,84,94,58,71,93,4,4,Medium/Medium,Right,https://www.futhead.com/20/players/17008/george-best/
Franco Baresi, CB , Icons , Icons ,70,49,76,72,95,82,93,3,2,Medium/High,Right,https://www.futhead.com/20/players/17007/franco-baresi/
Eusébio, CF , Icons , Icons ,94,94,86,93,45,79,93,5,4,High/Medium,Right,https://www.futhead.com/20/players/17006/eusebio/
Marco van Basten, ST , Icons , Icons ,83,94,76,89,39,75,93,4,3,Medium/Medium,Right,https://www.futhead.com/20/players/17005/marco-van-basten/
Ruud Gullit, CF , Icons , Icons ,86,91,91,89,82,90,93,5,4,High/Medium,Right,https://www.futhead.com/20/players/17004/ruud-gullit/
Lothar Matthäus, CM , Icons , Icons ,89,89,90,82,90,85,93,4,3,High/High,Right,https://www.futhead.com/20/players/17003/lothar-matthaus/
Roberto Baggio, CAM , Icons , Icons ,86,84,92,92,40,61,93,4,5,Medium/Low,Right,https://www.futhead.com/20/players/17002/roberto-baggio/
Cristiano Ronaldo, ST , Piemonte Calcio , Italy Serie A ,90,93,82,89,35,78,93,4,5,High/Low,Right,https://www.futhead.com/20/players/1618/cristiano-ronaldo/
Ciro Immobile, ST , Lazio , Italy Serie A ,88,94,72,92,45,84,92,4,3,High/Medium,Right,https://www.futhead.com/20/players/22571/ciro-immobile/
Jeremiah St. Juste, CB , FSV Mainz , Germany Bundesliga ,94,76,83,91,92,93,92,3,3,High/Medium,Right,https://www.futhead.com/20/players/22564/jeremiah-st-juste/
Dodi Lukébakio, ST , Hertha BSC , Germany Bundesliga ,96,92,85,95,45,83,92,4,4,High/Low,Left,https://www.futhead.com/20/players/22563/dodi-lukebakio/
Alexis Sánchez, ST , Inter , Italy Serie A ,93,92,90,96,50,90,92,4,4,High/High,Right,https://www.futhead.com/20/players/22473/alexis-sanchez/
José Callejón, RM , Napoli , Italy Serie A ,97,93,90,94,51,72,92,4,4,High/High,Right,https://www.futhead.com/20/players/22472/jose-callejon/
Bukayo Saka, RM , Arsenal , England Premier League ,95,87,85,94,43,84,92,4,4,High/High,Left,https://www.futhead.com/20/players/22447/bukayo-saka/
Anthony Martial, ST , Manchester United , England Premier League ,98,94,88,96,48,86,92,4,4,High/Low,Right,https://www.futhead.com/20/players/22432/anthony-martial/
Kenny Tete, RB , Olympique Lyonnais , France Ligue ,95,61,87,91,93,92,92,3,3,Medium/High,Right,https://www.futhead.com/20/players/22431/kenny-tete/
Karim Benzema, ST , Real Madrid , Spain Primera Division ,84,92,87,94,45,82,92,4,4,Medium/Low,Right,https://www.futhead.com/20/players/22394/karim-benzema/
Jordan Lukaku, LM , Lazio , Italy Serie A ,96,91,90,94,85,97,92,4,4,High/Medium,Left,https://www.futhead.com/20/players/22393/jordan-lukaku/
Jérôme Roussillon, LB , VfL Wolfsburg , Germany Bundesliga ,97,72,87,90,90,89,92,3,3,High/Medium,Left,https://www.futhead.com/20/players/22386/jerome-roussillon/
Darwin Machís, ST , Granada CF , Spain Primera Division ,96,91,86,94,55,88,92,4,4,High/Medium,Right,https://www.futhead.com/20/players/22350/darwin-machis/
Kevin Mbabu, RB , VfL Wolfsburg , Germany Bundesliga ,99,73,90,88,90,93,92,4,3,Medium/High,Right,https://www.futhead.com/20/players/22334/kevin-mbabu/
Sadio Mané, LW , Liverpool , England Premier League ,98,90,85,92,48,80,92,4,4,High/Medium,Right,https://www.futhead.com/20/players/22312/sadio-mane/
Sergio Ramos, CB , Real Madrid , Spain Primera Division ,76,73,79,79,92,89,92,3,3,High/Medium,Right,https://www.futhead.com/20/players/22305/sergio-ramos/
Phil Foden, CAM , Manchester City , England Premier League ,90,87,92,92,66,76,92,4,4,High/Medium,Left,https://www.futhead.com/20/players/22296/phil-foden/
Fabinho, CDM , Liverpool , England Premier League ,86,87,92,90,95,93,92,3,3,Medium/High,Right,https://www.futhead.com/20/players/22295/fabinho/
Malang Sarr, CB , OGC Nice , France Ligue ,87,63,86,86,91,94,92,4,2,Low/High,Left,https://www.futhead.com/20/players/22292/malang-sarr/
Bruno Fernandes, CAM , Manchester United , England Premier League ,90,92,94,93,73,82,92,5,4,High/High,Right,https://www.futhead.com/20/players/22283/bruno-fernandes/
Jean-Paul Boëtius, CAM , FSV Mainz , Germany Bundesliga ,95,90,90,92,54,80,92,4,4,Medium/High,Right,https://www.futhead.com/20/players/22254/jean-paul-boetius/
Raphinha, RM , Stade Rennais , France Ligue ,96,92,86,94,62,81,92,3,4,High/Medium,Left,https://www.futhead.com/20/players/22231/raphinha/
